Academy of En	ET 88C,FRIA C T 	ET 88C	FRIA C T 					3
Earth Science	ANTHRO 10,RASHIDI J S	ANTHRO 10	RASHIDI J S	2	11	5		33
Earth Science	ANTHRO 14,MINZENBERG E G	ANTHRO 14	MINZENBERG E G	7	10	11		42
Earth Science	ANTHRO 14,ZANE W W	ANTHRO 14	ZANE W W	6	11	14		42
Earth Science	ANTHRO 19,MINZENBERG E G	ANTHRO 19	MINZENBERG E G	21	8	6	1	45
Earth Science	ANTHRO 21,MINZENBERG E G	ANTHRO 21	MINZENBERG E G	6	11	7		40
Earth Science	ANTHRO 22,ZANE W W	ANTHRO 22	ZANE W W	6	9	11		43
Earth Science	ASTRON 1,BALM S P	ASTRON 1	BALM S P	10	10			23
Earth Science	ASTRON 1,BALM S P	ASTRON 1	BALM S P	8	20	13	1	53
Earth Science	ASTRON 1,BALM S P	ASTRON 1	BALM S P	12	13	11	5	46
Earth Science	ASTRON 1,SCHWARTZ M J	ASTRON 1	SCHWARTZ M J	5	25	10		45
Earth Science	ASTRON 2,BALM S P	ASTRON 2	BALM S P	8	15	18		51
Earth Science	ASTRON 2,BALM S P	ASTRON 2	BALM S P	11	19	9	2	47
Earth Science	ASTRON 2,SCHWARTZ M J	ASTRON 2	SCHWARTZ M J	8	10	13		44
Earth Science	ASTRON 3,FOUTS G A	ASTRON 3	FOUTS G A	4	6	7	1	30
Earth Science	ASTRON 3,FOUTS G A	ASTRON 3	FOUTS G A	6	3	4	1	34
Earth Science	ASTRON 4,FOUTS G A	ASTRON 4	FOUTS G A	2	7	13		32
Earth Science	ASTRON 4,SCHWARTZ M J	ASTRON 4	SCHWARTZ M J	7	15	4		29
Earth Science	ASTRON 5,SCHWARTZ M J	ASTRON 5	SCHWARTZ M J	9	12	12		39
Earth Science	ASTRON 5,SCHWARTZ M J	ASTRON 5	SCHWARTZ M J	11	16	1		36
Earth Science	ASTRON 5,BALM S P	ASTRON 5	BALM S P	7	12	7		34
Earth Science	ASTRON 6,FOUTS G A	ASTRON 6	FOUTS G A	11	11	4		32
Earth Science	ENERGY 1,COOLEY S	ENERGY 1	COOLEY S	8	7	3		21
Earth Science	ENERGY 2,COOLEY S	ENERGY 2	COOLEY S	7	3	4		19
Earth Science	ENVRN 7,SELBY W A	ENVRN 7	SELBY W A	10	6	10		35
Earth Science	ERTHSC 88A,DRAKE V G	ERTHSC 88A	DRAKE V G	5				5
Earth Science	ERTHSC 88C,DRAKE V G	ERTHSC 88C	DRAKE V G	1				1
Earth Science	ERTHSC 90B,DRAKE V G	ERTHSC 90B	DRAKE V G	1				1
Earth Science	GEOG 1,YOUNG B C	GEOG 1	YOUNG B C	1	8	10		34
Earth Science	GEOG 1,YOUNG B C	GEOG 1	YOUNG B C	5	6	11		34
Earth Science	GEOG 1,DRAYSE M H	GEOG 1	DRAYSE M H	5	7	2	1	28
Earth Science	GEOG 2,MORRIS P S	GEOG 2	MORRIS P S	4	8	9		32
Earth Science	GEOG 2,MORRIS P S	GEOG 2	MORRIS P S	5	3	11		39
Earth Science	GEOG 2,ABATE A	GEOG 2	ABATE A	6	7	13	1	34
Earth Science	GEOG 3,SELBY W A	GEOG 3	SELBY W A	5	4	9		36
Earth Science	GEOG 3,KRANZ J	GEOG 3	KRANZ J	8	5	4		36
Earth Science	GEOG 5,SELBY W A	GEOG 5	SELBY W A	5	9	3	3	28
Earth Science	GEOG 5,DRAKE V G	GEOG 5	DRAKE V G	9	8	11		36
Earth Science	GEOG 5,HACKELING J	GEOG 5	HACKELING J	10	10	5		37
Earth Science	GEOG 5,PATRICH J G	GEOG 5	PATRICH J G	19	6	6		34
Earth Science	GEOG 7,SELBY W A	GEOG 7	SELBY W A	3	3	3		12
Earth Science	GEOG 8,MORRIS P S	GEOG 8	MORRIS P S	1	2	4		15
Earth Science	GEOG 8,MORRIS P S 	GEOG 8	MORRIS P S 	2	2	1		13
Earth Science	GEOG 11,MORRIS P S	GEOG 11	MORRIS P S	1	7	2		15
Earth Science	GEOG 11,ABATE A	GEOG 11	ABATE A	2	7	6		24
Earth Science	GEOG 14,SELBY W A	GEOG 14	SELBY W A	13	12	9		46
Earth Science	GEOG 14,DRAKE V G	GEOG 14	DRAKE V G	7	11	3		44
Earth Science	GEOG 20,DRAKE V G	GEOG 20	DRAKE V G	8	1			15
Earth Science	GEOG 35F,SELBY W A	GEOG 35F	SELBY W A	16	1	3		27
Earth Science	GEOL 1,GRIPPO A	GEOL 1	GRIPPO A	2	4	7	1	45
Earth Science	GEOL 1,KREMENETSKI K V	GEOL 1	KREMENETSKI K V	10	16	14		46
Earth Science	GEOL 1,ROBINSON R C	GEOL 1	ROBINSON R C	4	12	19		36
Earth Science	GEOL 4,THOMPSON C K	GEOL 4	THOMPSON C K	13	8	10		38
Earth Science	GEOL 4,THOMPSON C K	GEOL 4	THOMPSON C K	13	9	5		38
Earth Science	GEOL 5,GRIPPO A	GEOL 5	GRIPPO A	3	5	4	1	30
Earth Science	GEOL 31,THOMPSON C K	GEOL 31	THOMPSON C K	11	13	6		47
Earth Science	GIS 20,DRAKE V G	GIS 20	DRAKE V G	8				16
Earth Science	GLOBAL 11,MORRIS P S	GLOBAL 11	MORRIS P S	2	5	1		9
Earth Science	GLOBAL 11,ABATE A	GLOBAL 11	ABATE A	1	2	1		7
Earth Science	PV 1,COOLEY S	PV 1	COOLEY S	17	6	3		33
Earth Science	PV 2,PARRISH P T	PV 2	PARRISH P T	12	8	4		30
Earth Science	RRM 1,CHARLES V H	RRM 1	CHARLES V H	9	4	2		20
Earth Science	RRM 2,HULS J M	RRM 2	HULS J M	23	1			28
Earth Science	RRM 3,HULS J M	RRM 3	HULS J M	15	6	3	1	34
Earth Science	RRM 4,CHARLES V H	RRM 4	CHARLES V H	13	7	4		44
Earth Science	URBAN 8,MORRIS P S	URBAN 8	MORRIS P S	1	2	4		17
Earth Science	URBAN 8,MORRIS P S	URBAN 8	MORRIS P S	3	2	3		22
Education/ECE	DANCE 75,WOLIN-TUPAS R L	DANCE 75	WOLIN-TUPAS R L	5	2			10
Education/ECE	ECE 2,WILSON L M	ECE 2	WILSON L M	21	1	3		32
Education/ECE	ECE 2,DOPHNA G R	ECE 2	DOPHNA G R	20	2	2		33
Education/ECE	ECE 2,DOPHNA G R	ECE 2	DOPHNA G R	15	2	2		27
Education/ECE	ECE 2,DOPHNA G R	ECE 2	DOPHNA G R	10	2	6		25
Education/ECE	ECE 2,POURROY D M	ECE 2	POURROY D M	30	2			34
Education/ECE	ECE 2,POURROY D M	ECE 2	POURROY D M	21	8	2		35
Education/ECE	ECE 2,KARAOLIS O	ECE 2	KARAOLIS O	9	2			12
Education/ECE	ECE 4,DOPHNA G R	ECE 4	DOPHNA G R	16	5	2		26
Education/ECE	ECE 4,HUFF G F	ECE 4	HUFF G F	20	3	2		30
Education/ECE	ECE 5,HIOKI T	ECE 5	HIOKI T	9	10	3		30
Education/ECE	ECE 8,KARAOLIS O	ECE 8	KARAOLIS O	14	9			30
Education/ECE	ECE 11,GRAY L B	ECE 11	GRAY L B	22	6	3		35
Education/ECE	ECE 11,GRACE Y H	ECE 11	GRACE Y H	24	3	1		36
Education/ECE	ECE 11,GRACE Y H	ECE 11	GRACE Y H	14	7	2		29
Education/ECE	ECE 11,TANNATT M G M	ECE 11	TANNATT M G M	11	12	4		32
Education/ECE	ECE 11,TANNATT M G M	ECE 11	TANNATT M G M	14	5	2		28
Education/ECE	ECE 17,MANSON L J	ECE 17	MANSON L J	18	10	7		39
Education/ECE	ECE 17,RICHARD C	ECE 17	RICHARD C	22	2	1		38
Education/ECE	ECE 19,TALLEDA M L	ECE 19	TALLEDA M L	14	3	4		26
Education/ECE	ECE 19,DRUKER S L	ECE 19	DRUKER S L	6	8	7		28
Education/ECE	ECE 21,DOPHNA G R	ECE 21	DOPHNA G R	22	3	1		32
Education/ECE	ECE 21,GRACE Y H	ECE 21	GRACE Y H	17	6	2		27
Education/ECE	ECE 22,BACKLAR N P	ECE 22	BACKLAR N P	10	8	5		28
Education/ECE	ECE 41,GUNN A C	ECE 41	GUNN A C	16	4	1		22
Education/ECE	ECE 43,GUNN A C	ECE 43	GUNN A C	17	5	1		27
Education/ECE	ECE 45,JOACHIM S L	ECE 45	JOACHIM S L	11	9	9		38
Education/ECE	ECE 45,KARAOLIS O	ECE 45	KARAOLIS O	11	11	4		35
Education/ECE	ECE 45,JOACHIM S L	ECE 45	JOACHIM S L	7	11	4		29
Education/ECE	ECE 46,MCGRATH M T	ECE 46	MCGRATH M T	21	4	2		31
Education/ECE	ECE 46,LERNER N F	ECE 46	LERNER N F	25	5	2		32
Education/ECE	ECE 46,LERNER N F	ECE 46	LERNER N F	23	3			26
Education/ECE	ECE 46,MCGRATH M T	ECE 46	MCGRATH M T	13	10	1		26
Education/ECE	ECE 48,KHOKHA E W	ECE 48	KHOKHA E W	10	5	2		19
Education/ECE	ECE 49,PARISE W A	ECE 49	PARISE W A	13	6	1		29
Education/ECE	ECE 51,HEIMANN R Y	ECE 51	HEIMANN R Y	17	3	1		32
Education/ECE	ECE 64,BACKLAR N P	ECE 64	BACKLAR N P	16	6	2		27
Education/ECE	ECE 64,GUNN A C	ECE 64	GUNN A C	10	7	2		23
Education/ECE	ECE 64,POURROY D M	ECE 64	POURROY D M	30	6	4		42
Education/ECE	ECE 64,MANSON L J	ECE 64	MANSON L J	10	3	6	1	21
Education/ECE	ECE 64,WILSON L M	ECE 64	WILSON L M	18	2	1		28
Education/ECE	ECE 75,WOLIN-TUPAS R L	ECE 75	WOLIN-TUPAS R L	17				21
Education/ECE	EDUC 1,PEREZ-FERNANDEZ L	EDUC 1	PEREZ-FERNANDEZ L	9	5		1	24
Education/ECE	EDUC 1,TALLEDA M L	EDUC 1	TALLEDA M L	10	2	3		23
English	ENGL 1,BRIGSTOCKE J W	ENGL 1	BRIGSTOCKE J W	5	8	1		29
English	ENGL 1,ZEHR D M	ENGL 1	ZEHR D M	10	6	2		25
English	ENGL 1,DRISCOLL L V	ENGL 1	DRISCOLL L V	16	4	1		35
English	ENGL 1,SANDOVAL A	ENGL 1	SANDOVAL A	5	9	6		29
English	ENGL 1,STIRLING M S 	ENGL 1	STIRLING M S 	4	4	2	10	23
English	ENGL 1,BRIGSTOCKE J W	ENGL 1	BRIGSTOCKE J W	11	5	3		34
English	ENGL 1,BLACKWELL N	ENGL 1	BLACKWELL N	10	10			30
English	ENGL 1,MOTOIKE K J	ENGL 1	MOTOIKE K J	7	11	3		28
English	ENGL 1,GARNICA A M	ENGL 1	GARNICA A M	2	4	5		22
English	ENGL 1,GILDNER B J	ENGL 1	GILDNER B J	1	4	4		23
English	ENGL 1,HERBERT S	ENGL 1	HERBERT S	3	12	9		37
English	ENGL 1,MENTON K T	ENGL 1	MENTON K T	2	8	5		26
English	ENGL 1,WATTS J W	ENGL 1	WATTS J W	16	18			39
English	ENGL 1,PAIK-SCHOENBERG J	ENGL 1	PAIK-SCHOENBERG J	1	2	6		34
English	ENGL 1,ESPINOSA A A 	ENGL 1	ESPINOSA A A 	5	7	7	2	25
English	ENGL 1,DESAI D H	ENGL 1	DESAI D H	6	9	1		22
English	ENGL 1,YOUNG W H 	ENGL 1	YOUNG W H 	8	7	1	6	25
English	ENGL 1,BRIGSTOCKE J W	ENGL 1	BRIGSTOCKE J W	11	10			33
English	ENGL 1,CAGGIANO S E	ENGL 1	CAGGIANO S E	4	5	6		24
English	ENGL 1,GOODE S S	ENGL 1	GOODE S S	6	9	3		23
English	ENGL 1,IRELAND S P	ENGL 1	IRELAND S P	11	16	6		34
English	ENGL 1,BONAR H S	ENGL 1	BONAR H S	8	9	1		22
English	ENGL 1,HANSEN N C	ENGL 1	HANSEN N C	8	8	4		23
English	ENGL 1,SOSNER J A	ENGL 1	SOSNER J A	3	9	7		25
English	ENGL 1,HANSEN N C	ENGL 1	HANSEN N C	13	5	1		25
English	ENGL 1,LEGRANDE E	ENGL 1	LEGRANDE E	8	12	2		25
English	ENGL 1,MEIR N K	ENGL 1	MEIR N K	6	9	2		25
English	ENGL 1,KARRON R	ENGL 1	KARRON R	6	10	1		24
English	ENGL 1,REMMES J	ENGL 1	REMMES J	1	7	4		30
English	ENGL 1,BONAR H S	ENGL 1	BONAR H S	6	3	3		21
English	ENGL 1,SANDOVAL A	ENGL 1	SANDOVAL A	7	12	6		29
English	ENGL 1,PADILLA M R	ENGL 1	PADILLA M R	4	11	6		25
English	ENGL 1,DRISCOLL L V	ENGL 1	DRISCOLL L V	11	3	8		24
English	ENGL 1,STIRLING M S	ENGL 1	STIRLING M S	1	7	6		25
English	ENGL 1,ESPINOSA A A 	ENGL 1	ESPINOSA A A 	9	6	3	8	33
English	ENGL 1,BLACKWELL N	ENGL 1	BLACKWELL N	10	6	6		34
English	ENGL 1,GILDNER B J	ENGL 1	GILDNER B J	4	10	5		26
English	ENGL 1,GARNICA A M	ENGL 1	GARNICA A M	1	8	5		26
English	ENGL 1,DURAN A	ENGL 1	DURAN A	4	3	3		25
English	ENGL 1,FONSECA M L	ENGL 1	FONSECA M L	4	10	5		22
English	ENGL 1,MEYER E E	ENGL 1	MEYER E E	14	4	2		27
English	ENGL 1,MENTON K T	ENGL 1	MENTON K T	4	5	6		27
English	ENGL 1,IRELAND S P	ENGL 1	IRELAND S P	23	9	1		34
English	ENGL 1,DESAI D H	ENGL 1	DESAI D H	6	12	3		24
English	ENGL 1,MATTESSICH S N	ENGL 1	MATTESSICH S N	14	15	6		38
English	ENGL 1,HERBERT S	ENGL 1	HERBERT S	7	13	3		36
English	ENGL 1,YOUNG W H	ENGL 1	YOUNG W H	3	8	4		22
English	ENGL 1,ESPINOSA A A	ENGL 1	ESPINOSA A A	2	8	11		33
English	ENGL 1,PAIK-SCHOENBERG J	ENGL 1	PAIK-SCHOENBERG J	6	3	7		35
English	ENGL 1,VISHWANADHA H	ENGL 1	VISHWANADHA H	2	3	6		38
English	ENGL 1,FREDRICK J A	ENGL 1	FREDRICK J A	4	6	5		25
English	ENGL 1,ZEHR D M	ENGL 1	ZEHR D M	4	10	5		36
English	ENGL 1,POSSEMATO F	ENGL 1	POSSEMATO F	26	2			29
English	ENGL 1,HERTZ U L	ENGL 1	HERTZ U L	3	9	6		24
English	ENGL 1,MARTINEZ-GIL C	ENGL 1	MARTINEZ-GIL C	13	7	1		24
English	ENGL 1,MEEKS C 	ENGL 1	MEEKS C 	7	5	3	6	24
English	ENGL 1,ARMS E D	ENGL 1	ARMS E D	12	8	3		27
English	ENGL 1,RUBIO G H	ENGL 1	RUBIO G H	5	6	6		25
English	ENGL 1,GOODE S S	ENGL 1	GOODE S S	5	13			23
English	ENGL 1,ARIEFF D E	ENGL 1	ARIEFF D E	7	7	8		26
English	ENGL 1,LEGRANDE E	ENGL 1	LEGRANDE E	9	11	1		25
English	ENGL 1,MAVROMATI A C	ENGL 1	MAVROMATI A C	11	5	6		26
English	ENGL 1,KARRON R	ENGL 1	KARRON R	12	4	4		24
English	ENGL 1,MCQUEENEY E P	ENGL 1	MCQUEENEY E P	3	8	2		23
English	ENGL 1,KAUFFMAN S R	ENGL 1	KAUFFMAN S R	28	4			34
English	ENGL 1,RAJSKI B	ENGL 1	RAJSKI B	18	8	1		34
English	ENGL 1,TURNER K E	ENGL 1	TURNER K E	3	9	4		26
English	ENGL 1,ENGELMANN D S	ENGL 1	ENGELMANN D S	21	3			26
English	ENGL 1,PACCHIOLI J J	ENGL 1	PACCHIOLI J J	3	12	8		35
English	ENGL 1,PADILLA M R	ENGL 1	PADILLA M R	7	9	4		35
English	ENGL 1,HERTZ U L	ENGL 1	HERTZ U L	5	4	5		21
English	ENGL 1,HAMADA M J	ENGL 1	HAMADA M J	11	4	1		24
English	ENGL 1,GOODE S S	ENGL 1	GOODE S S	4	13	4		25
English	ENGL 1,MENTON K T	ENGL 1	MENTON K T	5	3	5		25
English	ENGL 1,KRUSOE J A	ENGL 1	KRUSOE J A	5	16	10		38
English	ENGL 1,PACCHIOLI J J	ENGL 1	PACCHIOLI J J	4	9	13		34
English	ENGL 1,MATTESSICH S N	ENGL 1	MATTESSICH S N	12	14	1		34
English	ENGL 1,WATTS J W	ENGL 1	WATTS J W	14	19			38
English	ENGL 1,ARMS E D	ENGL 1	ARMS E D	15	7	3		26
English	ENGL 1,LEGRANDE E	ENGL 1	LEGRANDE E	8	14	1		25
English	ENGL 1,JU S	ENGL 1	JU S	6	8	5		33
English	ENGL 1,CAGGIANO S E	ENGL 1	CAGGIANO S E	3	14	2		25
English	ENGL 1,KAUFFMAN S R	ENGL 1	KAUFFMAN S R	28	3			33
English	ENGL 1,ENGELMANN D S	ENGL 1	ENGELMANN D S	9	11	1		33
English	ENGL 1,SIMPSON L E	ENGL 1	SIMPSON L E	5	16	4		35
English	ENGL 1,OVERALL S J	ENGL 1	OVERALL S J	5	3			22
English	ENGL 1,FREDRICK J A	ENGL 1	FREDRICK J A	7	5			21
English	ENGL 1,RAJSKI B	ENGL 1	RAJSKI B	15	13		1	34
English	ENGL 1,EDELMANN C	ENGL 1	EDELMANN C	8	8	4		24
English	ENGL 1,LANE P D	ENGL 1	LANE P D	11	12			25
English	ENGL 1,PRITCHARD L A	ENGL 1	PRITCHARD L A	7	13	7		39
English	ENGL 1,KRUSOE J A	ENGL 1	KRUSOE J A	3	8	11		34
English	ENGL 1,DOUCET W J	ENGL 1	DOUCET W J	19	2	1		31
English	ENGL 1,JU S	ENGL 1	JU S	7	6	4		26
English	ENGL 1,RUBIO G H	ENGL 1	RUBIO G H	1	5	6		20
English	ENGL 1,MEYER E E	ENGL 1	MEYER E E	9	6	3		28
English	ENGL 1,REMMES J	ENGL 1	REMMES J	1	6	4		33
English	ENGL 1,KAPLAN M A	ENGL 1	KAPLAN M A	7	6	6		24
English	ENGL 1,WILL L J	ENGL 1	WILL L J	9	3	3		26
English	ENGL 1,JU S	ENGL 1	JU S	10	7	4		31
English	ENGL 1,DAVIS C V	ENGL 1	DAVIS C V	4	8	7		24
English	ENGL 1,EDELMANN C	ENGL 1	EDELMANN C	9	10	3		25
English	ENGL 1,PHILLIPS L K	ENGL 1	PHILLIPS L K	7	5	6		22
English	ENGL 1,RAJSKI B	ENGL 1	RAJSKI B	10	8	1		24
English	ENGL 1,BURAK C D	ENGL 1	BURAK C D	12	6	2		23
English	ENGL 1,AGHABEGIAN DIANA E	ENGL 1	AGHABEGIAN DIANA E	5	7	4		20
English	ENGL 1,AGHABEGIAN DIANA E	ENGL 1	AGHABEGIAN DIANA E	2	7	1		20
English	ENGL 1,GUSTIN M J	ENGL 1	GUSTIN M J	3	4	1		18
English	ENGL 1,GUSTIN M J	ENGL 1	GUSTIN M J	5	6	4		22
English	ENGL 1,DEL GEORGE D K	ENGL 1	DEL GEORGE D K	3	3	2		20
English	ENGL 1,DEL GEORGE D K	ENGL 1	DEL GEORGE D K	2	9	4		21
English	ENGL 1,CRAMER T R	ENGL 1	CRAMER T R	11	8	2		25
English	ENGL 1,CRAMER T R	ENGL 1	CRAMER T R	13	6			24
English	ENGL 1,CRAMER T R	ENGL 1	CRAMER T R	4	3	1		18
English	ENGL 1,LYNCH J J	ENGL 1	LYNCH J J	5	2	3		25
English	ENGL 1,LYNCH J J	ENGL 1	LYNCH J J	7	4	1		18
English	ENGL 1,LYNCH J J	ENGL 1	LYNCH J J	8	4	1		22
English	ENGL 1,REICHLE R E	ENGL 1	REICHLE R E	3	2	2		16
English	ENGL 1,DEL GEORGE D K	ENGL 1	DEL GEORGE D K	6	5	1		18
English	ENGL 1,WINKLER K D	ENGL 1	WINKLER K D	1				1
English	ENGL 1,KAPLAN M A	ENGL 1	KAPLAN M A	13	6	1		24
English	ENGL 1,WILL L J	ENGL 1	WILL L J	9	6	4		24
English	ENGL 1,MURPHY E M	ENGL 1	MURPHY E M	7	3	3		24
English	ENGL 1,PHILLIPS L K	ENGL 1	PHILLIPS L K	5	7	4		21
English	ENGL 1,MARTINEZ-GIL C	ENGL 1	MARTINEZ-GIL C	15	3	2		25
English	ENGL 1,KEMPER D E	ENGL 1	KEMPER D E	4	8	1		24
English	ENGL 1,EDELMANN C	ENGL 1	EDELMANN C	8	10	3	1	25
English	ENGL 1,SOSNER J A	ENGL 1	SOSNER J A	6	11	3		25
English	ENGL 1,HALL J E	ENGL 1	HALL J E	23	2			25
English	ENGL 1,KLEIN R E	ENGL 1	KLEIN R E	4	4	6		32
English	ENGL 2,FONSECA M L	ENGL 2	FONSECA M L	1	4	9		24
English	ENGL 2,ESPINOSA A A	ENGL 2	ESPINOSA A A	2	10	8		25
English	ENGL 2,JONES ALTIERE M F	ENGL 2	JONES ALTIERE M F	6	6	7		27
English	ENGL 2,HERBERT S	ENGL 2	HERBERT S	5	6	4		28
English	ENGL 2,PADILLA M R	ENGL 2	PADILLA M R	12	11	1		26
English	ENGL 2,MARTINEZ-GIL C	ENGL 2	MARTINEZ-GIL C	15	2	8		29
English	ENGL 2,ARIEFF D E	ENGL 2	ARIEFF D E	5	9	4		24
English	ENGL 2,BONAR H S	ENGL 2	BONAR H S	15	8	3		29
English	ENGL 2,HANSEN N C	ENGL 2	HANSEN N C	13	7	1		25
English	ENGL 2,GARNICA A M	ENGL 2	GARNICA A M	4	10	2		25
English	ENGL 2,DRISCOLL L V	ENGL 2	DRISCOLL L V	14	4	1		25
English	ENGL 2,NOLAN-COFFMAN M P	ENGL 2	NOLAN-COFFMAN M P	8	6			21
English	ENGL 2,IRELAND S P	ENGL 2	IRELAND S P	26	7			33
English	ENGL 2,HERBERT S	ENGL 2	HERBERT S	12	9	2		25
English	ENGL 2,HERTZ U L	ENGL 2	HERTZ U L	1	7	10	1	25
English	ENGL 2,WATTS J W	ENGL 2	WATTS J W	13	15	1		31
English	ENGL 2,BRIGSTOCKE J W	ENGL 2	BRIGSTOCKE J W	6	10	3		28
English	ENGL 2,PADILLA E	ENGL 2	PADILLA E	6	5	6		24
English	ENGL 2,DOSSETT G H	ENGL 2	DOSSETT G H	5	17	2		25
English	ENGL 2,MEIR N K	ENGL 2	MEIR N K	8	9	3		26
English	ENGL 2,PADILLA E	ENGL 2	PADILLA E	4	9	8		28
English	ENGL 2,LIVANIS L	ENGL 2	LIVANIS L	4	9	8		25
English	ENGL 2,BOSTICK J D	ENGL 2	BOSTICK J D	18	4	1		27
English	ENGL 2,BRIGSTOCKE J W	ENGL 2	BRIGSTOCKE J W	8	10	1		29
English	ENGL 2,TYSON T L	ENGL 2	TYSON T L	8	9	2		25
English	ENGL 2,NOLAN-COFFMAN M P	ENGL 2	NOLAN-COFFMAN M P	6	9	4		25
English	ENGL 2,MEIR N K	ENGL 2	MEIR N K	9	5	5	1	25
English	ENGL 2,LANE P D	ENGL 2	LANE P D	14	9	1		27
English	ENGL 2,YOUNG R U	ENGL 2	YOUNG R U	8	8	6		25
English	ENGL 2,YOUNG W H	ENGL 2	YOUNG W H	2	4	4		23
English	ENGL 2,DESAI D H	ENGL 2	DESAI D H	4	15	3		25
English	ENGL 2,KARRON R	ENGL 2	KARRON R	9	13	2		28
English	ENGL 2,BURAK C D	ENGL 2	BURAK C D	9	10	1		23
English	ENGL 2,DOUCET W J	ENGL 2	DOUCET W J	19	7	4		42
English	ENGL 2,GILDNER B J	ENGL 2	GILDNER B J	1	6	10		25
English	ENGL 2,WATTS J W	ENGL 2	WATTS J W	16	11	1		32
English	ENGL 2,JU S	ENGL 2	JU S	11	5	3		26
English	ENGL 2,MEEKS C	ENGL 2	MEEKS C	5	3	5		24
English	ENGL 2,LANE P D	ENGL 2	LANE P D	14	8			24
English	ENGL 2,CRAMER T R	ENGL 2	CRAMER T R	19	6			26
English	ENGL 2,ZEHR D M	ENGL 2	ZEHR D M	11	12	3		29
English	ENGL 2,RAJSKI B	ENGL 2	RAJSKI B	15	7			23
English	ENGL 2,JOHNSON D J	ENGL 2	JOHNSON D J	9	11	3		27
English	ENGL 2,ROSS M S	ENGL 2	ROSS M S	5	6	6		23
English	ENGL 2,LANDAU D M E	ENGL 2	LANDAU D M E	1	4	2		23
English	ENGL 2,MEEKS C	ENGL 2	MEEKS C	11	5	4		24
English	ENGL 2,POSSEMATO F	ENGL 2	POSSEMATO F	23	2			25
English	ENGL 2,MURPHY E M	ENGL 2	MURPHY E M	7	8	2		20
English	ENGL 2,DEL GEORGE D K	ENGL 2	DEL GEORGE D K	9	12	1	1	25
English	ENGL 2,MATTESSICH S N	ENGL 2	MATTESSICH S N	25	3			29
English	ENGL 2,CRAMER T R	ENGL 2	CRAMER T R	6	13	1		26
English	ENGL 2,PACCHIOLI J J	ENGL 2	PACCHIOLI J J	4	9	4		25
English	ENGL 2,OBA R K	ENGL 2	OBA R K	5	9	5		26
English	ENGL 2,FREDRICK J A	ENGL 2	FREDRICK J A	10	6	3		24
English	ENGL 2,SIMPSON L E	ENGL 2	SIMPSON L E	9	11	1		23
English	ENGL 2,HALL J E	ENGL 2	HALL J E	10	16			27
English	ENGL 2,LANDAU D M E	ENGL 2	LANDAU D M E	1	3	4		24
English	ENGL 2,POSSEMATO F	ENGL 2	POSSEMATO F	23		1		25
English	ENGL 2,KEMPER D E	ENGL 2	KEMPER D E	11	4	8		27
English	ENGL 2,REMMES J 	ENGL 2	REMMES J 	6	2	1	8	18
English	ENGL 2,GUSTIN M J	ENGL 2	GUSTIN M J	5	5	2		17
English	ENGL 2,JANAKOS L D	ENGL 2	JANAKOS L D	3	4	4		20
English	ENGL 2,HASSMAN T	ENGL 2	HASSMAN T	7	4	1		22
English	ENGL 2,AGHABEGIAN DIANA E	ENGL 2	AGHABEGIAN DIANA E	11	4	1		23
English	ENGL 2,HASSMAN T	ENGL 2	HASSMAN T	6	3	1		22
English	ENGL 2,HASSMAN T	ENGL 2	HASSMAN T	3	3	5		22
English	ENGL 2,JANAKOS L D	ENGL 2	JANAKOS L D	4	5	4		19
English	ENGL 2,JANAKOS L D	ENGL 2	JANAKOS L D	4	5	1		20
English	ENGL 2,LONGO J P	ENGL 2	LONGO J P	2	4	1		22
English	ENGL 2,BORETZ M S	ENGL 2	BORETZ M S	9	4	2		21
English	ENGL 2,SCHAMP J L	ENGL 2	SCHAMP J L	8	5	3		24
English	ENGL 2,OBA R K	ENGL 2	OBA R K	4	4	9		21
English	ENGL 2,ROSS M S	ENGL 2	ROSS M S	4	2	4		15
English	ENGL 2,NOLAN-COFFMAN M P	ENGL 2	NOLAN-COFFMAN M P	10	1	2		21
English	ENGL 2,KAPLAN M A	ENGL 2	KAPLAN M A	6	11	4		23
English	ENGL 2,OVERALL S J	ENGL 2	OVERALL S J	6	3	4		21
English	ENGL 2,HALL J E	ENGL 2	HALL J E	11	12			24
English	ENGL 2,ENGELMANN D S	ENGL 2	ENGELMANN D S	8	8	6		25
English	ENGL 2,BELL S L	ENGL 2	BELL S L	26	1			27
English	ENGL 2,PADILLA M R	ENGL 2	PADILLA M R	15	8	1		32
English	ENGL 2,DINIRO D A	ENGL 2	DINIRO D A	5	5	6		22
English	ENGL 2,KEMPER D E	ENGL 2	KEMPER D E	8	6	1		23
English	ENGL 2,OBA R K	ENGL 2	OBA R K	8	6	5		26
English	ENGL 3,HUMPHREY T F	ENGL 3	HUMPHREY T F	18	4			29
English	ENGL 4,ZEHR D M	ENGL 4	ZEHR D M	14	8	2		32
English	ENGL 4,MATTESSICH S N	ENGL 4	MATTESSICH S N	9	7	3		29
English	ENGL 5,DRISCOLL L V	ENGL 5	DRISCOLL L V	23	14	2		43
English	ENGL 5,KLEIN R E	ENGL 5	KLEIN R E	8	11	4		31
English	ENGL 6,DOSSETT G H	ENGL 6	DOSSETT G H	5	18	4		34
English	ENGL 6,SIMPSON L E	ENGL 6	SIMPSON L E	5	9	1		21
